Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",0.8,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0,USA,2018,7,12,17
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",0.8,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0,Canada,2019,12,10,12
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",0.0,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0,USA,2023,2,28,9
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",0.15000000000000002,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0,Canada,2020,7,8,18
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",0.36363636363636365,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0,USA,2023,10,5,7
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",0.0,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0,Canada,2021,5,8,22
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",0.0,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0,USA,2020,11,29,14
265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",0.1,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12
266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",0.55,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0,USA,2020,1,5,8
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",0.0,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9
271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",-0.15,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0,USA,2023,9,3,21
274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",0.5,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13
276,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",0.8,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0,USA,2019,11,18,15
279,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",0.1,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12
280,284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",0.55,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0,USA,2020,1,5,8
284,288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",0.0,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9
285,289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",-0.15,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0,USA,2023,9,3,21
288,292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",0.5,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13
290,294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",0.8,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0,USA,2019,11,18,15
293,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",0.1,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12
294,298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",0.55,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0,USA,2020,1,5,8
297,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",0.0,2021-09-15 16:00:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0,Canada,2021,9,15,16
299,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",-0.2,2017-07-20 11:45:00, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0,USA,2017,7,20,11
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",0.0,2021-06-25 17:50:00, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,Canada,2021,6,25,17
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",0.075,2019-08-30 10:10:00, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0,USA,2019,8,30,10
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",-0.7,2021-02-28 22:45:00, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0,USA,2021,2,28,22
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",-0.6,2022-01-07 11:10:00, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11
313,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",0.0,2021-11-29 08:45:00, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0,USA,2021,11,29,8
315,319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",0.0,2022-05-20 14:50:00, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0,Canada,2022,5,20,14
317,321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",0.06666666666666667,2021-02-10 19:30:00, SuccessPill , Twitter , #Envious #BitterPill ,20.0,40.0,USA,2021,2,10,19
319,323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",-0.1,2022-02-28 21:00:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8.0,16.0,Canada,2022,2,28,21
321,325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",-0.35,2017-12-01 18:50:00, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18.0,36.0,USA,2017,12,1,18
324,328," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",0.1,2021-06-10 10:00:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14.0,28.0,Canada,2021,6,10,10
325,329," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",0.0,2020-02-22 15:20:00, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22.0,44.0,USA,2020,2,22,15
329,333," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",0.0,2021-01-15 22:10:00, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20.0,40.0,USA,2021,1,15,22
331,335," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",-0.6,2022-01-07 11:10:00, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15.0,30.0,Canada,2022,1,7,11
333,337,Awe-struck by the breathtaking sunrise over the mountains.      ,1.0,2022-04-03 06:15:00, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28.0,55.0,USA,2022,4,3,6
334,338,Navigating through the challenges with determination.          ,0.0,2023-10-12 10:30:00, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15.0,30.0,Canada,2023,10,12,10
338,342,Overwhelmed by the support received during a personal challenge.,0.0,2021-05-20 17:30:00, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25.0,50.0,USA,2021,5,20,17
343,347,Admiration for the intricate details of a handcrafted masterpiece. ,0.0,2019-08-20 16:00:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25.0,50.0,USA,2019,8,20,16
344,348,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,-0.19999999999999998,2021-12-08 19:30:00, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18.0,35.0,Canada,2021,12,8,19
348,352,Feeling empowered after conquering a challenging hiking trail.     ,0.5,2018-09-05 14:20:00, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35.0,70.0,USA,2018,9,5,14
349,353,Amused by the antics of playful kittens during playtime.           ,0.0,2022-10-22 12:45:00, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15.0,30.0,Canada,2022,10,22,12
353,357,Satisfaction derived from successfully completing a DIY project.  ,0.75,2015-12-01 11:30:00, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25.0,50.0,USA,2015,12,1,11
355,359,Captivated by the serenity of a tranquil garden in full bloom.     ,0.35,2018-05-12 14:20:00, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22.0,45.0,Canada,2018,5,12,14
357,361,Reflecting on personal growth achieved through life experiences.  ,0.0,2019-03-08 18:30:00, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35.0,70.0,USA,2019,3,8,18
360,364,Confidence soars after overcoming public speaking anxiety.       ,0.0,2020-04-02 17:30:00, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15.0,30.0,USA,2020,4,2,17
361,365,Contentment in the midst of a family gathering filled with laughter. ,0.4,2023-01-15 19:00:00, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25.0,50.0,Canada,2023,1,15,19
365,369,Wonderment at the beauty of a double rainbow after the rain.     ,0.0,2017-06-12 18:20:00, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35.0,70.0,USA,2017,6,12,18
366,370,Optimism for a bright future amidst challenging times.           ,0.4000000000000001,2021-07-05 09:30:00, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20.0,40.0,Canada,2021,7,5,9
369,373,Elation over discovering a rare book in a quaint bookstore.      ,0.3,2018-09-22 16:30:00, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40.0,80.0,USA,2018,9,22,16
374,378,Enveloped in serenity while practicing mindfulness by the lake.    ,0.0,2017-10-20 08:15:00, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35.0,70.0,Canada,2017,10,20,8
377,381,Whimsical delight in a world of fairy tales and magical creatures.  ,0.0,2016-03-08 14:20:00, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20.0,40.0,USA,2016,3,8,14
394,398,Exploring the universe within during a mindful meditation session. ,0.0,2017-10-20 08:15:00, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35.0,70.0,Canada,2017,10,20,8
397,401,Whimsical delight in a world of whimsical fairy tales.             ,-0.5,2016-03-08 14:20:00, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20.0,40.0,USA,2016,3,8,14
412,416,Giddy with excitement as the first snowflakes dance from the sky. ,0.25,2020-12-02 17:30:00, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0,Canada,2020,12,2,17
414,418,Inspired by the resilience of a lone tree standing tall in a storm. ,0.0,2021-04-15 14:20:00, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0,USA,2021,4,15,14
421,425,Drowning in sorrow as memories of lost love resurface.            ,0.5,2019-08-05 21:00:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0,USA,2019,8,5,21
422,426,Numbness sets in as the weight of loneliness grows heavier.       ,0.0,2021-02-12 16:45:00, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0,Canada,2021,2,12,16
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",0.2,2021-09-05 13:30:00, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,9,5,13
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ",0.0,2016-07-10 18:20:00, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0,USA,2016,7,10,18
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",0.0,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,4,18,11
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",0.0,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0,USA,2018,12,5,21
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",0.0,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,9,15,18
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",-0.13333333333333333,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0,USA,2016,12,22,21
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",0.0,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0,Canada,2021,3,2,17
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",-0.1,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0,USA,2016,10,18,19
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",0.4,2021-08-20 15:45:00, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0,USA,2021,8,20,15
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",0.475,2018-04-12 18:30:00, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0,Canada,2018,4,12,18
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",0.5,2022-11-15 20:45:00, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0,USA,2022,11,15,20
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",0.3375,2019-07-02 17:00:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0,Canada,2019,7,2,17
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",0.0,2022-09-28 15:45:00, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0,USA,2022,9,28,15
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",0.5,2020-06-15 16:45:00, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0,USA,2020,6,15,16
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",0.101010101010101,2022-07-20 21:45:00, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0,USA,2022,7,20,21
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",0.0,2022-09-15 20:00:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40.0,80.0,USA,2022,9,15,20
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",0.032467532467532464,2019-07-28 21:30:00, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35.0,70.0,USA,2019,7,28,21
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",0.5,2021-05-10 19:45:00, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30.0,60.0,USA,2021,5,10,19
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",0.8,2017-03-28 20:30:00, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28.0,55.0,USA,2017,3,28,20
517,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",0.0,2022-01-15 21:15:00, MJTributeDancer , Instagram , #Celebration #MJTribute ,25.0,50.0,USA,2022,1,15,21
518,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",0.8,2019-06-10 18:45:00, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22.0,45.0,USA,2019,6,10,18
519,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",0.0,2023-03-20 22:30:00, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35.0,70.0,USA,2023,3,20,22
521,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",0.0,2018-08-05 20:00:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40.0,80.0,Canada,2018,8,5,20
522,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",0.0,2021-04-15 21:30:00, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35.0,70.0,USA,2021,4,15,21
524,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",0.0,2020-06-22 22:00:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22.0,45.0,USA,2020,6,22,22
525,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",0.0,2017-09-10 20:15:00, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18.0,35.0,USA,2017,9,10,20
528,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",0.425,2018-12-10 22:30:00, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22.0,45.0,USA,2018,12,10,22
529,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",0.16,2023-01-22 20:00:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35.0,70.0,USA,2023,1,22,20
531,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",0.0,2018-10-12 20:00:00, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40.0,80.0,USA,2018,10,12,20
533,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",0.5,2020-07-08 19:30:00, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30.0,60.0,Canada,2020,7,8,19
536,540,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",0.65,2016-02-28 20:30:00, AwardWinningActorOscarsRecipient , Facebook , #Gratitude #OscarWinningMoment ,18.0,35.0,USA,2016,2,28,20
542,546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",0.625,2020-08-08 19:45:00, OlympicsEnthusiastGoldMedalWinner , Twitter , #Inspiration #OlympicAchievement ,35.0,70.0,USA,2020,8,8,19
546,550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",0.0,2022-06-20 21:00:00, BasketballFanUnderdogTriumph , Facebook , #Triumph #BasketballFinals ,18.0,35.0,USA,2022,6,20,21
550,554,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",0.4,2020-12-12 20:00:00, HockeyFanComebackVictory , Instagram , #Heartwarming #HockeyFinalsComeback ,22.0,45.0,Canada,2020,12,12,20
552,556,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",0.16,2018-07-10 21:15:00, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35.0,70.0,USA,2018,7,10,21
556,560,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",0.0,2016-08-20 18:30:00, GolfEnthusiastMissedPutt , Facebook , #Pressure #GolfDefeat ,18.0,35.0,USA,2016,8,20,18
557,561,"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ",0.0,2019-02-12 19:45:00, BasketballFanTeamLosses , Twitter , #RenewedEffort #BasketballStruggles ,22.0,45.0,Canada,2019,2,12,19
561,565,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",0.0,2021-07-10 19:00:00, NatureEnthusiastSunsetWonder , Instagram , #Tranquility #SunsetBeauty ,40.0,80.0,Canada,2021,7,10,19
562,566,"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ",0.21666666666666667,2019-09-28 20:30:00, TravelEnthusiastRoadTripDiscovery , Twitter , #Adventure #RoadTripMemories ,35.0,70.0,USA,2019,9,28,20
571,575,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",0.3,2018-06-15 22:00:00, DanceEnthusiastCityNightPerformance , Twitter , #Mesmerizing #NightDancePerformance ,40.0,80.0,USA,2018,6,15,22
573,577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",0.375,2022-12-01 17:45:00, SnowLoverWinterEnthusiast , Facebook , #WinterMagic #SnowyLandscapes ,30.0,60.0,Canada,2022,12,1,17
576,580,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ",-0.16666666666666666,2016-09-22 20:00:00, AstronomyEnthusiastStargazing , Facebook , #CelestialWonder #Stargazing ,18.0,35.0,USA,2016,9,22,20
581,585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,0.475,2023-05-20 19:45:00, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15.0,30.0,USA,2023,5,20,19
582,586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,0.0,2023-05-21 21:00:00, MovieBuff , Instagram , #SnackCrisis #TeenLife ,18.0,35.0,Canada,2023,5,21,21
584,588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,-0.4,2023-05-23 16:45:00, AudioExplorer , Twitter , #TeenProblems #LostHeadphones ,20.0,40.0,USA,2023,5,23,16
