Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
585,589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,0.0,2023-05-24 13:15:00, MemeCreator , Instagram , #StudyingMemes #TeenLife ,25.0,50.0,Canada,2023,5,24,13
586,590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",0.0,2023-05-25 19:00:00, FashionBlunder , Facebook , #WeekendOops #TeenFashion ,20.0,40.0,USA,2023,5,25,19
588,592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",0.0,2023-05-27 21:15:00, ChipExplorer , Instagram , #TeenChef #CookingFail ,22.0,45.0,Canada,2023,5,27,21
589,593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",0.4,2023-05-28 12:00:00, ExcitementSeeker , Facebook , #ClassEvent #TeenExcitement ,18.0,35.0,USA,2023,5,28,12
591,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",-0.08787878787878789,2023-05-30 20:45:00, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22.0,45.0,USA,2023,5,30,20
592,596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,0.018181818181818174,2023-05-31 15:30:00, LazyWatcher , Facebook , #BingeWatchDay #TeenLife ,35.0,70.0,Canada,2023,5,31,15
593,597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,0.5,2023-06-01 18:00:00, TrendExplorer , Twitter , #FashionGoals #TeenStyle ,20.0,40.0,USA,2023,6,1,18
595,599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,0.45,2023-06-03 21:15:00, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22.0,45.0,Canada,2023,6,3,21
596,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,0.9375,2023-06-04 19:30:00, HomeChef , Twitter , #CookingSuccess #TeenCook ,25.0,50.0,USA,2023,6,4,19
598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,0.0,2023-06-06 22:30:00, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28.0,55.0,Canada,2023,6,6,22
599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,0.0,2023-06-07 12:45:00, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22.0,45.0,USA,2023,6,7,12
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",-0.1,2023-06-09 14:00:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20.0,40.0,USA,2023,6,9,14
602,606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,-0.18181818181818182,2023-06-10 17:30:00, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30.0,60.0,Canada,2023,6,10,17
603,607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,0.35416666666666663,2023-06-11 15:30:00, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35.0,70.0,USA,2023,6,11,15
605,609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,-0.05454545454545454,2023-06-13 14:45:00, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22.0,45.0,Canada,2023,6,13,14
606,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,0.35,2023-06-14 19:30:00, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25.0,50.0,USA,2023,6,14,19
608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",0.0,2023-06-16 21:45:00, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18.0,35.0,Canada,2023,6,16,21
609,613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,0.0,2023-06-17 15:00:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35.0,70.0,USA,2023,6,17,15
611,615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",-0.125,2023-06-19 16:30:00, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22.0,45.0,Canada,2023,6,19,16
612,616,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",0.0,2023-06-20 14:20:00, ChoirEnthusiast , Instagram , #MusicHarmony #SeniorVoices ,20.0,40.0,USA,2023,6,20,14
614,618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",0.0,2023-06-22 13:45:00, GardenEnthusiast , Facebook , #NatureWonders #SeniorGarden ,25.0,50.0,USA,2023,6,22,13
616,620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",0.3,2023-06-24 16:15:00, ArtisticSenior , Twitter , #CreativityAtAnyAge #SeniorCreativity ,22.0,45.0,Canada,2023,6,24,16
617,621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",0.0,2023-06-25 20:30:00, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35.0,70.0,USA,2023,6,25,20
619,623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",0.4,2023-06-27 17:45:00, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20.0,40.0,USA,2023,6,27,17
621,625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",0.15,2023-06-29 16:30:00, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25.0,50.0,USA,2023,6,29,16
623,627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",0.36818181818181817,2023-07-01 14:00:00, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30.0,60.0,USA,2023,7,1,14
625,629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",-0.25,2023-07-03 12:45:00, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28.0,55.0,Canada,2023,7,3,12
626,630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",0.7,2023-07-04 17:00:00, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35.0,70.0,USA,2023,7,4,17
628,632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",0.0,2023-07-06 14:30:00, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25.0,50.0,USA,2023,7,6,14
630,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",0.0,2023-07-08 16:00:00, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30.0,60.0,Canada,2023,7,8,16
631,635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",0.0,2023-07-09 22:30:00, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20.0,40.0,USA,2023,7,9,22
633,637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,0.0,2023-07-11 18:45:00, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22.0,45.0,Canada,2023,7,11,18
634,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",0.0,2023-07-12 13:45:00, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25.0,50.0,USA,2023,7,12,13
636,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",0.0,2023-07-14 16:15:00, SeniorBallroomDancer , Twitter , #GracefulMoves #SeniorDance ,20.0,40.0,USA,2023,7,14,16
637,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",0.0,2023-07-15 19:30:00, SeniorPaintingOrganizer , Facebook , #CommunityArt #SeniorCreativity ,28.0,55.0,Canada,2023,7,15,19
638,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",0.1,2023-07-16 14:00:00, SeniorMemoriesHost , Instagram , #FriendshipAdventures #SeniorNostalgia ,30.0,60.0,USA,2023,7,16,14
640,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",0.13333333333333333,2023-07-18 16:30:00, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25.0,50.0,USA,2023,7,18,16
642,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",0.375,2023-07-20 17:00:00, SeniorCharityRunner , Twitter , #RunForACause #SeniorSupport ,30.0,60.0,Canada,2023,7,20,17
643,647,"Survived a challenging physics exam. Equations, you won't defeat me! ",0.625,2023-08-01 13:30:00, PhysicsWhizHighSchool , Instagram , #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0,USA,2023,8,1,13
645,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",0.25,2023-08-03 12:15:00, DebateWarriorHighSchool , Facebook , #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023,8,3,12
646,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ",0.0,2023-08-04 16:30:00, PhotoClubHighSchool , Instagram , #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,USA,2023,8,4,16
647,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",0.0,2023-08-05 19:45:00, PromDreamerHighSchool , Twitter , #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023,8,5,19
648,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,0.375,2023-08-06 14:00:00, OutdoorClassHighSchool , Facebook , #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,USA,2023,8,6,14
650,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,1.0,2023-08-08 16:00:00, SkateProHighSchool , Twitter , #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023,8,8,16
651,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,0.625,2023-08-09 22:30:00, KpopFangirlHighSchool , Facebook , #KpopFangirl #HighSchoolMusic ,20.0,40.0,USA,2023,8,9,22
653,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,0.9375,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023,8,11,18
654,658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",0.0625,2023-08-12 13:45:00, DramaClubStarHighSchool , Facebook , #DramaClubStar #HighSchoolActor ,25.0,50.0,USA,2023,8,12,13
656,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,0.0,2023-08-14 16:15:00, DoodleMasterHighSchool , Twitter , #DoodleMaster #HighSchoolArt ,20.0,40.0,USA,2023,8,14,16
657,661,Attempting to break the school record for the longest handstand. Wish me luck! ,0.0,2023-08-15 19:30:00, HandstandChallengeHighSchool , Facebook , #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023,8,15,19
658,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,0.0,2023-08-16 14:00:00, SnackSmugglerHighSchool , Instagram , #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,USA,2023,8,16,14
660,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",-0.18125,2023-08-18 16:30:00, TikTokFailHighSchool , Facebook , #DanceFail #HighSchoolTikTok ,25.0,50.0,USA,2023,8,18,16
662,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,0.45,2023-08-20 17:00:00, CrushFailHighSchool , Twitter , #CrushFail #HighSchoolEmbarrassment ,30.0,60.0,Canada,2023,8,20,17
663,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,0.17045454545454544,2023-08-21 15:45:00, PaperPlaneExpertHighSchool , Instagram , #PaperPlaneExpert #HighSchoolArt ,15.0,30.0,USA,2023,8,21,15
664,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,0.20170454545454544,2023-08-22 12:30:00, JugglingProHighSchool , Facebook , #TextbookJuggling #HighSchoolSkills ,22.0,40.0,Canada,2023,8,22,12
665,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,0.0,2023-08-23 16:45:00, SnackNinjaHighSchool , Twitter , #SnackNinja #HighSchoolSnacks ,28.0,55.0,USA,2023,8,23,16
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,0.625,2023-08-25 14:15:00, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25.0,50.0,Canada,2023,8,25,14
668,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,-0.625,2023-08-26 17:30:00, GroupChatBlunderHighSchool , Twitter , #TextingFail #HighSchoolAwkward ,18.0,35.0,USA,2023,8,26,17
670,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,-0.36458333333333337,2023-08-28 16:00:00, OrigamiProHighSchool , Twitter , #OrigamiMaster #HighSchoolArt ,18.0,36.0,USA,2023,8,28,16
671,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,0.3806818181818182,2023-08-29 13:45:00, HackySackChampionHighSchool , Instagram , #HackySackChallenge #HighSchoolAthlete ,26.0,48.0,Canada,2023,8,29,13
672,676,Creating a secret handshake with friends. Friendship level: Expert! ,-0.5,2023-08-30 17:30:00, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20.0,40.0,USA,2023,8,30,17
674,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,0.0,2023-09-01 14:45:00, ComedyGeniusHighSchool , Instagram , #StandUpComedy #HighSchoolTalent ,21.0,39.0,Canada,2023,9,1,14
675,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,-0.03125,2023-09-02 18:30:00, LoveLetterBlunderHighSchool , Facebook , #LoveLetterFail #HighSchoolAwkward ,17.0,33.0,USA,2023,9,2,18
677,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,0.25,2023-09-04 15:15:00, BraceletCraftsmanHighSchool , Instagram , #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0,USA,2023,9,4,15
678,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,0.625,2023-09-05 12:30:00, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0,Canada,2023,9,5,12
680,684,Experimenting with a new hair color. A bold change for a bold semester! ,0.2954545454545454,2023-09-07 18:20:00, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20.0,39.0,USA,2023,9,7,18
681,685,Building a time capsule to capture memories for the future. Time-traveling emotions! ,0.0,2023-09-08 14:15:00, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26.0,48.0,Canada,2023,9,8,14
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,-0.3333333333333333,2023-09-09 17:30:00, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0,USA,2023,9,9,17
684,688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,0.0,2023-09-11 15:45:00, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15.0,28.0,USA,2023,9,11,15
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,-0.5083333333333333,2023-09-12 12:30:00, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18.0,36.0,Canada,2023,9,12,12
687,691,Feeling down after not making the sports team. Disappointment lingers. ,-0.37777777777777777,2023-09-14 18:20:00, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17.0,34.0,USA,2023,9,14,18
688,692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,-0.6499999999999999,2023-09-15 14:15:00, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21.0,41.0,Canada,2023,9,15,14
690,694,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,0.05,2023-09-17 20:45:00, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22.0,44.0,USA,2023,9,17,20
691,695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,-0.09999999999999999,2023-09-18 22:00:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16.0,31.0,Canada,2023,9,18,22
693,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,-0.6999999999999998,2023-09-20 12:30:00, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18.0,35.0,USA,2023,9,20,12
694,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,0.11875000000000001,2023-09-21 16:45:00, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20.0,39.0,Canada,2023,9,21,16
696,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,-0.1666666666666666,2023-09-23 14:15:00, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25.0,50.0,USA,2023,9,23,14
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,-0.5,2023-09-24 17:30:00, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21.0,42.0,Canada,2023,9,24,17
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,0.3,2023-09-26 14:15:00, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16.0,32.0,USA,2023,9,26,14
700,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,-0.6999999999999998,2023-09-27 17:30:00, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18.0,36.0,Canada,2023,9,27,17
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,-0.4,2023-09-29 15:45:00, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24.0,48.0,USA,2023,9,29,15
703,707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,-0.3499999999999999,2023-09-30 18:20:00, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22.0,43.0,Canada,2023,9,30,18
705,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,0.06818181818181818,2023-10-02 16:45:00, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23.0,42.0,USA,2023,10,2,16
706,710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,0.0,2023-10-03 12:30:00, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0,Canada,2023,10,3,12
708,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,0.13636363636363635,2023-10-05 14:15:00, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21.0,43.0,USA,2023,10,5,14
709,713,Collaborating on a school project with peers. Teamwork makes the dream work. ,0.0,2023-10-06 17:30:00, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18.0,36.0,Canada,2023,10,6,17
711,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,0.13636363636363635,2023-10-08 15:15:00, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24.0,48.0,USA,2023,10,8,15
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,0.0,2023-10-09 22:00:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20.0,40.0,Canada,2023,10,9,22
714,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,0.5375,2023-10-11 16:45:00, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19.0,37.0,USA,2023,10,11,16
715,719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,0.0,2023-10-12 18:20:00, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23.0,44.0,Canada,2023,10,12,18
717,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,0.1,2023-10-14 17:30:00, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18.0,35.0,USA,2023,10,14,17
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,0.15,2023-10-15 20:45:00, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22.0,43.0,Canada,2023,10,15,20
720,724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,0.6875,2023-10-17 12:30:00, CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24.0,48.0,USA,2023,10,17,12
721,725,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,0.0,2023-10-18 16:45:00, TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19.0,38.0,Canada,2023,10,18,16
723,727,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,0.4375,2023-10-20 14:15:00, SportsVictoryHighSchool , Twitter , #SportsTriumph #HighSchoolAthletics ,26.0,50.0,USA,2023,10,20,14
724,728,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,0.0,2023-10-21 17:30:00, PenPalConnectionHighSchool , Facebook , #GlobalFriendship #HighSchoolCorrespondence ,23.0,45.0,Canada,2023,10,21,17
726,730,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,0.28409090909090906,2015-11-10 16:45:00, ArtExhibitionJoyHighSchool , Instagram , #ArtisticExpression #HighSchoolCreativity ,23.0,44.0,USA,2015,11,10,16
727,731,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,0.5,2016-09-14 12:30:00, TrackFieldSuccessHighSchool , Twitter , #AthleticAchievement #HighSchoolSports ,26.0,51.0,Canada,2016,9,14,12
729,733,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",0.6875,2018-06-22 14:15:00, BirthdayPartyJoyHighSchool , Instagram , #SurpriseCelebration #HighSchoolFriendship ,25.0,48.0,USA,2018,6,22,14
730,734,Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,0.5166666666666667,2019-04-05 17:30:00, CharityFundraisingTriumphHighSchool , Twitter , #CommunityGiving #HighSchoolPhilanthropy ,22.0,42.0,Canada,2019,4,5,17
732,736,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",0.625,2020-11-15 15:15:00, VirtualTalentShowSuccessHighSchool , Instagram , #VirtualEntertainment #HighSchoolPositivity ,24.0,47.0,USA,2020,11,15,15
